time_d,temperature_c,relative_humidity_pct
26.345530338119598,28.93131,55.83501
26.387216303844472,29.00301,55.87664
26.428902269569345,29.07471,55.91826
26.47058823529422,29.14641,55.95988
26.512274201019093,29.21811,56.00151
26.553960166743966,29.28981,56.04313
26.59564613246884,29.36151,56.08475
26.637332098193713,29.43321,56.12638
26.679018063918587,29.50491,56.168
26.72070402964346,29.57661,56.20962
26.762389995368334,29.64831,56.25125
26.804075961093208,29.72001,56.29287
26.84576192681808,29.79171,56.33449
26.887447892542955,29.86341,56.37612
26.92913385826783,29.93511,56.41774
26.970819823992702,30.00681,56.45936
27.012505789717576,30.07996,56.48539
27.05419175544245,30.1565,56.47501
27.095877721167323,30.23303,56.46463
27.137563686892197,30.30957,56.45425
27.17924965261707,30.3861,56.44387
27.220935618341944,30.46264,56.43349
27.262621584066817,30.53917,56.42311
27.30430754979169,30.61571,56.41273
27.345993515516565,30.69224,56.40235
27.387679481241438,30.76878,56.39197
27.42936544696631,30.84531,56.38159
27.471051412691185,30.92185,56.37121
27.51273737841606,30.99839,56.36083
27.554423344140933,31.07492,56.35045
27.596109309865806,31.15146,56.34007
27.63779527559068,31.22799,56.32969
27.679481241315553,31.30453,56.31931
27.721167207040427,31.38106,56.30893
27.7628531727653,31.4576,56.29855
27.804539138490174,31.53413,56.28817
27.846225104215048,31.61067,56.27779
27.88791106993992,31.6872,56.26741
27.929597035664795,31.76374,56.25703
27.97128300138967,31.84028,56.24665
28.012968967114542,31.88994,56.29573
28.054654932839416,31.8801,56.47648
28.09634089856429,31.87026,56.65723
28.138026864289163,31.86043,56.83798
28.179712830014036,31.85059,57.01873
28.22139879573891,31.84075,57.19949
28.263084761463784,31.83091,57.38024
28.304770727188657,31.82107,57.56099
28.34645669291353,31.81124,57.74174
28.388142658638404,31.8014,57.92249
28.429828624363278,31.79156,58.10324
28.47151459008815,31.78172,58.28399
28.513200555813025,31.77188,58.46474
28.5548865215379,31.76205,58.64549
28.596572487262772,31.75221,58.82624
28.638258452987646,31.74237,59.00699
28.67994441871252,31.73253,59.18774
28.721630384437393,31.7227,59.36849
28.763316350162267,31.71286,59.54924
28.80500231588714,31.70302,59.72999
28.846688281612014,31.69318,59.91074
28.888374247336888,31.68334,60.09149
28.93006021306176,31.67351,60.27224
28.971746178786635,31.66367,60.45299
29.01343214451151,31.63524,60.62234
29.055118110236382,31.56771,60.7677
29.096804075961256,31.50018,60.91306
29.13849004168613,31.43265,61.05841
29.180176007411003,31.36511,61.20377
29.221861973135876,31.29758,61.34913
29.26354793886075,31.23005,61.49449
